Tag;Code_test;Separation;Position;Time;Date_Time;Date;Time2;factor_aleatorio; Second_day;satellites ; Battery_Level;Distance; Accuracy ; Clock_Offset
20980;53;NO;Paralelo;15:00:18;19/03/2020 15:00;19/03/2020;15:00;19/03/20_15:00;54018765;6;4.08;14.238131;1.82E-06;1895
20980;53;NO;Paralelo;15:30:18;19/03/2020 15:30;19/03/2020;15:30;19/03/20_15:30;55818985;5;4.08;22.829538;8.32E-07;1885
20980;53;NO;Paralelo;16:00:24;19/03/2020 16:00;19/03/2020;16:00;19/03/20_16:00;57624805;5;4.08;9.788433;1.17E-06;1890
20980;53;NO;Paralelo;17:00:25;19/03/2020 17:00;19/03/2020;17:00;19/03/20_17:00;61225900;4;4.08;14.556597;2.38E-07;1855
20980;53;NO;Paralelo;17:30:24;19/03/2020 17:30;19/03/2020;17:30;19/03/20_17:30;63024105;6;4.06;9.163024;2.24E-06;1985
20980;53;NO;Paralelo;18:00:18;19/03/2020 18:00;19/03/2020;18:00;19/03/20_18:00;64818885;5;4.06;61.230023;1.07E-06;2060
20980;53;NO;Paralelo;18:30:23;19/03/2020 18:30;19/03/2020;18:30;19/03/20_18:30;66623190;6;4.04;24.373787;4.17E-07;2075
20980;53;NO;Paralelo;19:00:19;19/03/2020 19:00;19/03/2020;19:00;19/03/20_19:00;68419055;7;4.04;7.430043;9.39E-07;2130
20980;53;NO;Paralelo;19:30:19;19/03/2020 19:30;19/03/2020;19:30;19/03/20_19:30;70219300;7;4.04;3.35311;3.66E-06;2205
20980;53;NO;Paralelo;20:00:19;19/03/2020 20:00;19/03/2020;20:00;19/03/20_20:00;72019115;7;4.04;18.098822;4.86E-07;2245
20980;53;NO;Paralelo;20:30:23;19/03/2020 20:30;19/03/2020;20:30;19/03/20_20:30;73823375;6;4.02;20.737169;3.00E-06;2265
20980;53;NO;Paralelo;21:00:19;19/03/2020 21:00;19/03/2020;21:00;19/03/20_21:00;75619225;6;4.02;27.914844;8.16E-07;2310
20980;53;NO;Paralelo;21:30:19;19/03/2020 21:30;19/03/2020;21:30;19/03/20_21:30;77419490;8;4.02;4.771738;4.91E-06;2380
20980;53;NO;Paralelo;22:00:25;19/03/2020 22:00;19/03/2020;22:00;19/03/20_22:00;79225380;5;4.04;35.107301;2.50E-07;2470
20980;53;NO;Paralelo;22:30:19;19/03/2020 22:30;19/03/2020;22:30;19/03/20_22:30;81019600;8;4.02;7.191976;4.13E-06;2535
20980;47;NO;Levantado;13:00:28;20/03/2020 13:00;20/03/2020;13:00;20/03/20_13:00;46828240;5;4.08;2.307472;6.77E-07;9999999
20980;47;NO;Levantado;13:30:22;20/03/2020 13:30;20/03/2020;13:30;20/03/20_13:30;48622430;7;4.08;9.60606;4.24E-06;2335
20980;47;NO;Levantado;14:00:28;20/03/2020 14:00;20/03/2020;14:00;20/03/20_14:00;50428255;5;4.08;15.53865;4.02E-07;2295
20980;47;NO;Levantado;14:30:22;20/03/2020 14:30;20/03/2020;14:30;20/03/20_14:30;52222465;6;4.06;15.002116;2.60E-06;2340
20980;47;NO;Levantado;15:00:22;20/03/2020 15:00;20/03/2020;15:00;20/03/20_15:00;54022300;5;4.06;7.931895;1.46E-06;2405
20980;47;NO;Levantado;15:30:22;20/03/2020 15:30;20/03/2020;15:30;20/03/20_15:30;55822515;6;4.04;17.739425;2.98E-06;2440
20980;47;NO;Levantado;16:00:22;20/03/2020 16:00;20/03/2020;16:00;20/03/20_16:00;57622360;6;4.04;13.457077;7.14E-07;2455
20980;47;NO;Levantado;16:30:22;20/03/2020 16:30;20/03/2020;16:30;20/03/20_16:30;59422605;6;4.04;2.686762;1.51E-06;2490
20980;47;NO;Levantado;17:00:22;20/03/2020 17:00;20/03/2020;17:00;20/03/20_17:00;61222440;6;4.04;8.565818;4.06E-06;2540
20980;47;NO;Levantado;17:30:26;20/03/2020 17:30;20/03/2020;17:30;20/03/20_17:30;63026700;6;4.04;48.31941;3.67E-06;2595
20980;47;NO;Levantado;18:00:22;20/03/2020 18:00;20/03/2020;18:00;20/03/20_18:00;64822505;6;4.02;20.390017;3.58E-07;2630
20980;47;NO;Levantado;18:30:22;20/03/2020 18:30;20/03/2020;18:30;20/03/20_18:30;66622760;6;4.02;15.612979;1.35E-06;2650
20980;47;NO;Levantado;19:00:28;20/03/2020 19:00;20/03/2020;19:00;20/03/20_19:00;68428610;5;4.02;16.733104;2.13E-07;2695
20980;47;NO;Levantado;19:30:22;20/03/2020 19:30;20/03/2020;19:30;20/03/20_19:30;70222855;6;4.02;6.474416;3.08E-06;2755
20980;47;NO;Levantado;20:00:22;20/03/2020 20:00;20/03/2020;20:00;20/03/20_20:00;72022695;8;4.02;9.764078;4.14E-06;2805
20980;47;NO;Levantado;20:30:22;20/03/2020 20:30;20/03/2020;20:30;20/03/20_20:30;73822935;8;4.02;8.203785;5.85E-06;2840
20980;47;NO;Levantado;21:00:22;20/03/2020 21:00;20/03/2020;21:00;20/03/20_21:00;75622750;6;4.02;59.340879;9.76E-07;2860
20980;47;NO;Levantado;21:30:23;20/03/2020 21:30;20/03/2020;21:30;20/03/20_21:30;77423020;8;4.02;3.662097;5.20E-06;2895
20980;47;NO;Levantado;22:00:22;20/03/2020 22:00;20/03/2020;22:00;20/03/20_22:00;79222865;6;4;10.868919;1.79E-06;2960
20980;47;NO;Levantado;22:30:23;20/03/2020 22:30;20/03/2020;22:30;20/03/20_22:30;81023110;7;4.02;7.884831;6.99E-07;3020
20980;47;NO;Levantado;23:00:22;20/03/2020 23:00;20/03/2020;23:00;20/03/20_23:00;82822950;8;4.02;13.370441;4.55E-06;3060
20980;47;NO;Levantado;23:30:29;20/03/2020 23:30;20/03/2020;23:30;20/03/20_23:30;84629200;5;4;13.780316;8.45E-07;3095
20980;47;NO;Levantado;0:00:27;21/03/2020 0:00;21/03/2020;0:00;21/03/20_00:00;27075;7;4;15.691287;4.18E-06;3155
20980;47;NO;Levantado;0:30:23;21/03/2020 0:30;21/03/2020;0:30;21/03/20_00:30;1823305;7;3.98;5.074839;3.80E-06;3220
20980;77;NO;A_VHF;19:00:17;25/03/2020 19:00;25/03/2020;19:00;25/03/20_19:00;68417730;8;4.12;2.893825;3.49E-06;9999999
20980;77;NO;A_VHF;19:30:17;25/03/2020 19:30;25/03/2020;19:30;25/03/20_19:30;70217990;8;4.12;3.033575;4.66E-06;2860
20980;77;NO;A_VHF;20:00:17;25/03/2020 20:00;25/03/2020;20:00;25/03/20_20:00;72017810;6;4.1;24.28588;4.84E-06;3035
20980;77;NO;A_VHF;20:30:18;25/03/2020 20:30;25/03/2020;20:30;25/03/20_20:30;73818075;8;4.1;11.106981;3.05E-06;3030
20980;77;NO;A_VHF;21:00:17;25/03/2020 21:00;25/03/2020;21:00;25/03/20_21:00;75617940;8;4.1;7.438246;3.71E-06;3005
20980;77;NO;A_VHF;21:30:18;25/03/2020 21:30;25/03/2020;21:30;25/03/20_21:30;77418185;6;4.1;15.043111;3.56E-06;3050
20980;77;NO;A_VHF;22:00:18;25/03/2020 22:00;25/03/2020;22:00;25/03/20_22:00;79218050;8;4.08;5.632828;3.34E-06;3140
20980;77;NO;A_VHF;22:30:18;25/03/2020 22:30;25/03/2020;22:30;25/03/20_22:30;81018300;8;4.08;5.095428;3.48E-06;3220
20980;77;NO;A_VHF;23:00:18;25/03/2020 23:00;25/03/2020;23:00;25/03/20_23:00;82818120;8;4.08;28.097672;3.91E-06;3250
20980;77;NO;A_VHF;23:30:18;25/03/2020 23:30;25/03/2020;23:30;25/03/20_23:30;84618380;8;4.08;21.60898;4.31E-06;3265
20980;77;NO;A_VHF;0:00:18;26/03/2020 0:00;26/03/2020;0:00;26/03/20_00:00;18265;9;4.08;7.504584;3.42E-06;3330
20980;77;NO;A_VHF;0:30:18;26/03/2020 0:30;26/03/2020;0:30;26/03/20_00:30;1818520;7;4.08;6.607027;4.54E-06;3425
20980;77;NO;A_VHF;1:00:18;26/03/2020 1:00;26/03/2020;1:00;26/03/20_01:00;3618365;7;4.08;19.558221;2.64E-06;3490
20980;77;NO;A_VHF;1:30:18;26/03/2020 1:30;26/03/2020;1:30;26/03/20_01:30;5418640;7;4.08;9.970874;1.56E-06;3535
20980;77;NO;A_VHF;2:00:18;26/03/2020 2:00;26/03/2020;2:00;26/03/20_02:00;7218485;7;4.08;3.091166;4.84E-06;3585
20980;77;NO;A_VHF;2:30:18;26/03/2020 2:30;26/03/2020;2:30;26/03/20_02:30;9018715;5;4.08;20.403252;3.55E-07;3625
20980;77;NO;A_VHF;3:00:18;26/03/2020 3:00;26/03/2020;3:00;26/03/20_03:00;10818605;7;4.08;8.650008;4.39E-06;3680
20980;77;NO;A_VHF;3:30:18;26/03/2020 3:30;26/03/2020;3:30;26/03/20_03:30;12618780;6;4.08;85.995699;4.01E-06;3720
20980;77;NO;A_VHF;4:00:18;26/03/2020 4:00;26/03/2020;4:00;26/03/20_04:00;14418720;8;4.08;3.155539;4.00E-06;3770
20980;77;NO;A_VHF;4:30:18;26/03/2020 4:30;26/03/2020;4:30;26/03/20_04:30;16218960;8;4.08;11.085802;3.32E-06;3865
20980;77;NO;A_VHF;5:00:24;26/03/2020 5:00;26/03/2020;5:00;26/03/20_05:00;18024805;5;4.08;11.375781;9.49E-07;3930
20980;77;NO;A_VHF;5:30:19;26/03/2020 5:30;26/03/2020;5:30;26/03/20_05:30;19819080;7;4.06;9.013403;4.98E-06;3975
20980;77;NO;A_VHF;6:00:18;26/03/2020 6:00;26/03/2020;6:00;26/03/20_06:00;21618955;7;4.06;16.100963;6.42E-06;4040
20980;77;NO;A_VHF;6:30:19;26/03/2020 6:30;26/03/2020;6:30;26/03/20_06:30;23419210;6;4.06;17.675676;1.82E-06;4115
20980;71;NO;Paralelo;11:00:19;26/03/2020 11:00;26/03/2020;11:00;26/03/20_11:00;39619780;6;4.1;10.590376;1.12E-06;9999999
20980;71;NO;Paralelo;11:30:20;26/03/2020 11:30;26/03/2020;11:30;26/03/20_11:30;41420000;8;4.1;16.528248;3.48E-06;1890
20980;71;NO;Paralelo;12:00:19;26/03/2020 12:00;26/03/2020;12:00;26/03/20_12:00;43219840;6;4.1;6.732298;1.20E-06;1915
20980;71;NO;Paralelo;12:30:20;26/03/2020 12:30;26/03/2020;12:30;26/03/20_12:30;45020065;7;4.1;10.798859;2.82E-06;1965
20980;71;NO;Paralelo;13:00:19;26/03/2020 13:00;26/03/2020;13:00;26/03/20_13:00;46819895;8;4.08;9.308331;4.95E-06;2005
20980;71;NO;Paralelo;13:30:20;26/03/2020 13:30;26/03/2020;13:30;26/03/20_13:30;48620115;7;4.1;5.199986;2.79E-06;2025
20980;71;NO;Paralelo;14:00:19;26/03/2020 14:00;26/03/2020;14:00;26/03/20_14:00;50419965;7;4.08;12.235693;3.45E-06;2050
20980;71;NO;Paralelo;14:30:20;26/03/2020 14:30;26/03/2020;14:30;26/03/20_14:30;52220170;6;4.1;10.066936;2.31E-06;2080
20980;71;NO;Paralelo;15:00:19;26/03/2020 15:00;26/03/2020;15:00;26/03/20_15:00;54020000;6;4.08;18.071488;4.77E-06;2100
20980;71;NO;Paralelo;15:30:26;26/03/2020 15:30;26/03/2020;15:30;26/03/20_15:30;55826220;5;4.08;7.80506;1.08E-06;2120
20980;71;NO;Paralelo;16:00:26;26/03/2020 16:00;26/03/2020;16:00;26/03/20_16:00;57626060;8;4.08;34.132391;3.93E-06;2150
20980;71;NO;Paralelo;16:30:20;26/03/2020 16:30;26/03/2020;16:30;26/03/20_16:30;59420260;5;4.08;23.848972;4.40E-07;2175
20980;71;NO;Paralelo;17:00:24;26/03/2020 17:00;26/03/2020;17:00;26/03/20_17:00;61224125;6;4.08;12.069012;2.33E-06;2205
20980;71;NO;Paralelo;17:30:20;26/03/2020 17:30;26/03/2020;17:30;26/03/20_17:30;63020345;5;4.06;7.869459;1.09E-06;2250
20980;71;NO;Paralelo;18:00:20;26/03/2020 18:00;26/03/2020;18:00;26/03/20_18:00;64820150;6;4.06;18.660041;2.20E-07;2270
20980;71;NO;Paralelo;18:30:20;26/03/2020 18:30;26/03/2020;18:30;26/03/20_18:30;66620460;7;4.04;6.513957;6.47E-06;2315
20980;71;NO;Paralelo;19:00:20;26/03/2020 19:00;26/03/2020;19:00;26/03/20_19:00;68420325;8;4.06;18.658213;6.81E-06;2415
20980;71;NO;Paralelo;19:30:20;26/03/2020 19:30;26/03/2020;19:30;26/03/20_19:30;70220585;7;4.04;7.466402;1.60E-06;2505
20980;71;NO;Paralelo;20:00:20;26/03/2020 20:00;26/03/2020;20:00;26/03/20_20:00;72020415;6;4.04;13.482621;2.69E-06;2545
20980;71;NO;Paralelo;20:30:20;26/03/2020 20:30;26/03/2020;20:30;26/03/20_20:30;73820705;8;4.04;9.351911;5.69E-06;2580
20980;71;NO;Paralelo;21:00:20;26/03/2020 21:00;26/03/2020;21:00;26/03/20_21:00;75620570;8;4.02;14.037205;2.51E-06;2655
20980;71;NO;Paralelo;21:30:20;26/03/2020 21:30;26/03/2020;21:30;26/03/20_21:30;77420825;7;4.04;23.209602;2.55E-06;2735
20980;71;NO;Paralelo;22:00:20;26/03/2020 22:00;26/03/2020;22:00;26/03/20_22:00;79220695;8;4.02;88.231872;4.23E-06;2800
20980;71;NO;Paralelo;22:30:20;26/03/2020 22:30;26/03/2020;22:30;26/03/20_22:30;81020970;8;4.02;16.793875;2.83E-06;2865
20980;65;NO;Levantado;18:00:20;29/03/2020 18:00;29/03/2020;18:00;29/03/20_18:00;64820830;6;4.2;10.590376;1.54E-06;9999999
20980;65;NO;Levantado;18:30:21;29/03/2020 18:30;29/03/2020;18:30;29/03/20_18:30;66621080;6;4.18;16.528248;5.03E-06;2955
20980;65;NO;Levantado;19:00:20;29/03/2020 19:00;29/03/2020;19:00;29/03/20_19:00;68420925;8;4.18;6.732298;2.35E-06;3030
20980;65;NO;Levantado;19:30:21;29/03/2020 19:30;29/03/2020;19:30;29/03/20_19:30;70221140;8;4.18;10.798859;4.93E-06;3070
20980;65;NO;Levantado;20:00:20;29/03/2020 20:00;29/03/2020;20:00;29/03/20_20:00;72020980;7;4.18;9.308331;4.26E-06;3080
20980;65;NO;Levantado;20:30:25;29/03/2020 20:30;29/03/2020;20:30;29/03/20_20:30;73825210;7;4.18;5.199986;3.90E-06;3100
20980;65;NO;Levantado;21:00:21;29/03/2020 21:00;29/03/2020;21:00;29/03/20_21:00;75621050;7;4.16;12.235693;4.96E-06;3140
20980;65;NO;Levantado;21:30:21;29/03/2020 21:30;29/03/2020;21:30;29/03/20_21:30;77421290;7;4.16;10.066936;2.14E-06;3190
20980;65;NO;Levantado;22:00:21;29/03/2020 22:00;29/03/2020;22:00;29/03/20_22:00;79221130;8;4.16;18.071488;2.32E-06;3235
20980;65;NO;Levantado;22:30:21;29/03/2020 22:30;29/03/2020;22:30;29/03/20_22:30;81021385;6;4.16;7.80506;1.30E-06;3280
20980;65;NO;Levantado;23:00:21;29/03/2020 23:00;29/03/2020;23:00;29/03/20_23:00;82821220;6;4.14;34.132391;2.61E-06;3325
20980;65;NO;Levantado;23:30:21;29/03/2020 23:30;29/03/2020;23:30;29/03/20_23:30;84621475;6;4.14;23.848972;1.82E-06;3370
20980;65;NO;Levantado;0:00:21;30/03/2020 0:00;30/03/2020;0:00;30/03/20_00:00;21350;7;4.12;12.069012;3.59E-06;3435
20980;65;NO;Levantado;0:30:21;30/03/2020 0:30;30/03/2020;0:30;30/03/20_00:30;1821605;6;4.12;7.869459;2.60E-06;3510
20980;65;NO;Levantado;1:00:21;30/03/2020 1:00;30/03/2020;1:00;30/03/20_01:00;3621460;6;4.12;18.660041;1.42E-06;3570
20980;65;NO;Levantado;1:30:21;30/03/2020 1:30;30/03/2020;1:30;30/03/20_01:30;5421700;8;4.12;6.513957;4.75E-06;3610
20980;65;NO;Levantado;2:00:21;30/03/2020 2:00;30/03/2020;2:00;30/03/20_02:00;7221550;6;4.1;18.658213;2.95E-06;3645
20980;65;NO;Levantado;2:30:21;30/03/2020 2:30;30/03/2020;2:30;30/03/20_02:30;9021805;7;4.12;7.466402;4.67E-06;3695
20980;65;NO;Levantado;3:00:21;30/03/2020 3:00;30/03/2020;3:00;30/03/20_03:00;10821665;6;4.12;13.482621;3.54E-06;3760
20980;65;NO;Levantado;3:30:21;30/03/2020 3:30;30/03/2020;3:30;30/03/20_03:30;12621920;6;4.1;9.351911;7.00E-07;3825
20980;65;NO;Levantado;4:00:21;30/03/2020 4:00;30/03/2020;4:00;30/03/20_04:00;14421765;6;4.1;14.037205;5.55E-06;3875
20980;65;NO;Levantado;4:30:27;30/03/2020 4:30;30/03/2020;4:30;30/03/20_04:30;16227005;7;4.1;23.209602;2.89E-06;3910
20980;65;NO;Levantado;5:00:27;30/03/2020 5:00;30/03/2020;5:00;30/03/20_05:00;18027810;5;4.08;88.231872;2.19E-07;3925
20980;65;NO;Levantado;5:30:22;30/03/2020 5:30;30/03/2020;5:30;30/03/20_05:30;19822135;6;4.08;16.793875;7.14E-06;3980
20980;2;SI;Levantado;19:00:17;11/06/2020 19:00;11/06/2020;19:00;11/06/20_19:00;68417120;7;4.22;9.690799;4.79E-06;9999999
20980;2;SI;Levantado;19:30:17;11/06/2020 19:30;11/06/2020;19:30;11/06/20_19:30;70217340;8;4.2;5.387208;3.81E-06;2230
20980;2;SI;Levantado;20:00:17;11/06/2020 20:00;11/06/2020;20:00;11/06/20_20:00;72017170;8;4.2;2.110114;4.38E-06;2325
20980;2;SI;Levantado;20:30:17;11/06/2020 20:30;11/06/2020;20:30;11/06/20_20:30;73817395;8;4.2;9.773841;5.02E-06;2330
20980;2;SI;Levantado;21:00:17;11/06/2020 21:00;11/06/2020;21:00;11/06/20_21:00;75617230;7;4.2;13.790235;5.21E-06;2315
20980;2;SI;Levantado;21:30:17;11/06/2020 21:30;11/06/2020;21:30;11/06/20_21:30;77417435;6;4.18;6.723995;5.52E-06;2325
20980;2;SI;Levantado;22:00:17;11/06/2020 22:00;11/06/2020;22:00;11/06/20_22:00;79217275;7;4.18;4.51428;4.19E-06;2360
20980;2;SI;Levantado;22:30:17;11/06/2020 22:30;11/06/2020;22:30;11/06/20_22:30;81017490;7;4.18;10.041069;1.50E-06;2400
20980;2;SI;Levantado;23:00:17;11/06/2020 23:00;11/06/2020;23:00;11/06/20_23:00;82817300;7;4.16;5.506605;2.91E-06;2415
20980;2;SI;Levantado;23:30:17;11/06/2020 23:30;11/06/2020;23:30;11/06/20_23:30;84617525;8;4.16;9.250957;6.35E-06;2420
20980;2;SI;Levantado;0:00:17;12/06/2020 0:00;12/06/2020;0:00;12/06/20_00:00;17290;6;4.16;77.188149;4.49E-06;2410
20980;2;SI;Levantado;0:30:23;12/06/2020 0:30;12/06/2020;0:30;12/06/20_00:30;1823550;5;4.16;26.492693;3.12E-07;2415
20980;2;SI;Levantado;1:00:17;12/06/2020 1:00;12/06/2020;1:00;12/06/20_01:00;3617395;7;4.16;17.777032;1.24E-06;2475
20980;2;SI;Levantado;1:30:17;12/06/2020 1:30;12/06/2020;1:30;12/06/20_01:30;5417625;6;4.16;9.645174;4.40E-06;2540
20980;2;SI;Levantado;2:00:23;12/06/2020 2:00;12/06/2020;2:00;12/06/20_02:00;7223480;7;4.14;2.636598;6.11E-06;2585
20980;2;SI;Levantado;2:30:17;12/06/2020 2:30;12/06/2020;2:30;12/06/20_02:30;9017695;6;4.14;7.36873;2.50E-06;2610
20980;2;SI;Levantado;3:00:17;12/06/2020 3:00;12/06/2020;3:00;12/06/20_03:00;10817550;8;4.14;3.898285;5.03E-06;2635
20980;2;SI;Levantado;3:30:17;12/06/2020 3:30;12/06/2020;3:30;12/06/20_03:30;12617785;8;4.14;2.788055;3.58E-06;2680
20980;2;SI;Levantado;4:00:17;12/06/2020 4:00;12/06/2020;4:00;12/06/20_04:00;14417620;8;4.14;4.909805;2.94E-06;2725
20980;2;SI;Levantado;4:30:17;12/06/2020 4:30;12/06/2020;4:30;12/06/20_04:30;16217855;7;4.12;9.988066;2.67E-06;2760
20980;2;SI;Levantado;5:00:17;12/06/2020 5:00;12/06/2020;5:00;12/06/20_05:00;18017710;7;4.12;12.520571;1.45E-06;2800
20980;2;SI;Levantado;5:30:17;12/06/2020 5:30;12/06/2020;5:30;12/06/20_05:30;19817920;7;4.12;8.34636;1.42E-06;2835
20980;2;SI;Levantado;6:00:17;12/06/2020 6:00;12/06/2020;6:00;12/06/20_06:00;21617755;9;4.12;3.484704;2.71E-06;2855
20980;2;SI;Levantado;6:30:17;12/06/2020 6:30;12/06/2020;6:30;12/06/20_06:30;23417975;8;4.12;15.767226;4.40E-06;2875
20980;9;SI;Levantado;10:00:22;12/06/2020 10:00;12/06/2020;10:00;12/06/20_10:00;36022830;8;4.16;3.252243;2.71E-06;9999999
20980;9;SI;Levantado;10:30:23;12/06/2020 10:30;12/06/2020;10:30;12/06/20_10:30;37823030;8;4.16;4.887742;1.82E-06;3930
20980;9;SI;Levantado;11:00:22;12/06/2020 11:00;12/06/2020;11:00;12/06/20_11:00;39622860;7;4.16;4.942637;1.83E-06;3960
20980;9;SI;Levantado;11:30:23;12/06/2020 11:30;12/06/2020;11:30;12/06/20_11:30;41423060;7;4.14;9.738612;5.58E-06;3975
20980;9;SI;Levantado;12:00:22;12/06/2020 12:00;12/06/2020;12:00;12/06/20_12:00;43222885;7;4.16;3.279211;3.05E-06;3980
20980;9;SI;Levantado;12:30:23;12/06/2020 12:30;12/06/2020;12:30;12/06/20_12:30;45023110;8;4.16;6.394187;3.97E-06;4000
20980;9;SI;Levantado;13:00:22;12/06/2020 13:00;12/06/2020;13:00;12/06/20_13:00;46822940;8;4.14;12.865929;5.01E-06;4035
20980;9;SI;Levantado;13:30:23;12/06/2020 13:30;12/06/2020;13:30;12/06/20_13:30;48623135;8;4.14;1.70718;2.65E-06;4055
20980;9;SI;Levantado;14:00:22;12/06/2020 14:00;12/06/2020;14:00;12/06/20_14:00;50422965;8;4.14;12.087674;4.94E-06;4060
20980;9;SI;Levantado;14:30:23;12/06/2020 14:30;12/06/2020;14:30;12/06/20_14:30;52223160;8;4.14;14.238456;3.86E-06;4065
20980;9;SI;Levantado;15:00:22;12/06/2020 15:00;12/06/2020;15:00;12/06/20_15:00;54022975;8;4.14;11.74788;4.76E-06;4070
20980;9;SI;Levantado;15:30:23;12/06/2020 15:30;12/06/2020;15:30;12/06/20_15:30;55823190;8;4.14;10.323552;5.84E-06;4085
20980;9;SI;Levantado;16:00:23;12/06/2020 16:00;12/06/2020;16:00;12/06/20_16:00;57623015;8;4.14;4.569109;2.69E-06;4110
20980;9;SI;Levantado;16:30:23;12/06/2020 16:30;12/06/2020;16:30;12/06/20_16:30;59423230;8;4.14;7.069443;3.61E-06;4135
20980;9;SI;Levantado;17:00:23;12/06/2020 17:00;12/06/2020;17:00;12/06/20_17:00;61223045;7;4.14;11.055181;2.60E-06;4150
20980;9;SI;Levantado;17:30:23;12/06/2020 17:30;12/06/2020;17:30;12/06/20_17:30;63023230;7;4.12;12.95642;2.12E-06;4145
20980;9;SI;Levantado;18:00:23;12/06/2020 18:00;12/06/2020;18:00;12/06/20_18:00;64823065;8;4.12;7.616704;4.79E-06;4145
20980;9;SI;Levantado;18:30:23;12/06/2020 18:30;12/06/2020;18:30;12/06/20_18:30;66623285;9;4.12;3.196906;4.58E-06;4175
20980;9;SI;Levantado;19:00:23;12/06/2020 19:00;12/06/2020;19:00;12/06/20_19:00;68423115;8;4.1;8.548925;7.99E-06;4215
20980;9;SI;Levantado;19:30:23;12/06/2020 19:30;12/06/2020;19:30;12/06/20_19:30;70223295;8;4.1;20.655101;2.79E-06;4225
20980;9;SI;Levantado;20:00:23;12/06/2020 20:00;12/06/2020;20:00;12/06/20_20:00;72023175;6;4.1;30.20443;1.17E-06;4240
20980;9;SI;Levantado;20:30:23;12/06/2020 20:30;12/06/2020;20:30;12/06/20_20:30;73823390;8;4.1;4.378192;5.15E-06;4290
20980;9;SI;Levantado;21:00:23;12/06/2020 21:00;12/06/2020;21:00;12/06/20_21:00;75623240;8;4.08;25.751615;6.32E-06;4340
20980;9;SI;Levantado;21:30:23;12/06/2020 21:30;12/06/2020;21:30;12/06/20_21:30;77423450;7;4.1;0.544594;4.33E-06;4370
20980;9;SI;Levantado;10:00:24;13/06/2020 10:00;13/06/2020;10:00;13/06/20_10:00;36024140;8;4.1;7.491135;4.49E-06;4810
20980;9;SI;Levantado;10:30:24;13/06/2020 10:30;13/06/2020;10:30;13/06/20_10:30;37824340;8;4.1;12.283687;3.86E-06;5460
20980;9;SI;Levantado;11:00:24;13/06/2020 11:00;13/06/2020;11:00;13/06/20_11:00;39624190;7;4.1;13.731479;4.69E-06;5590
20980;9;SI;Levantado;11:30:24;13/06/2020 11:30;13/06/2020;11:30;13/06/20_11:30;41424380;7;4.1;1.259235;4.52E-06;5350
20980;9;SI;Levantado;12:00:24;13/06/2020 12:00;13/06/2020;12:00;13/06/20_12:00;43224200;8;4.12;2.223196;3.42E-06;5170
20980;9;SI;Levantado;12:30:24;13/06/2020 12:30;13/06/2020;12:30;13/06/20_12:30;45024410;7;4.1;10.113334;3.84E-06;5215
20980;9;SI;Levantado;13:00:24;13/06/2020 13:00;13/06/2020;13:00;13/06/20_13:00;46824225;9;4.1;4.373431;3.07E-06;5340
20980;9;SI;Levantado;13:30:24;13/06/2020 13:30;13/06/2020;13:30;13/06/20_13:30;48624430;8;4.1;13.588059;4.89E-06;5390
20980;9;SI;Levantado;14:00:24;13/06/2020 14:00;13/06/2020;14:00;13/06/20_14:00;50424260;8;4.1;5.985614;3.98E-06;5370
20980;9;SI;Levantado;14:30:24;13/06/2020 14:30;13/06/2020;14:30;13/06/20_14:30;52224450;8;4.1;9.017598;3.23E-06;5345
20980;9;SI;Levantado;15:00:24;13/06/2020 15:00;13/06/2020;15:00;13/06/20_15:00;54024275;8;4.1;4.820545;3.00E-06;5350
20980;9;SI;Levantado;15:30:24;13/06/2020 15:30;13/06/2020;15:30;13/06/20_15:30;55824480;8;4.1;5.48407;6.28E-06;5380
20980;9;SI;Levantado;16:00:24;13/06/2020 16:00;13/06/2020;16:00;13/06/20_16:00;57624300;8;4.1;10.386728;3.09E-06;5405
20980;9;SI;Levantado;16:30:24;13/06/2020 16:30;13/06/2020;16:30;13/06/20_16:30;59424495;8;4.1;5.811841;3.75E-06;5410
20980;9;SI;Levantado;17:00:24;13/06/2020 17:00;13/06/2020;17:00;13/06/20_17:00;61224300;7;4.1;17.304607;3.37E-06;5400
20980;9;SI;Levantado;17:30:24;13/06/2020 17:30;13/06/2020;17:30;13/06/20_17:30;63024510;7;4.08;18.934572;3.76E-06;5400
20980;9;SI;Levantado;18:00:24;13/06/2020 18:00;13/06/2020;18:00;13/06/20_18:00;64824350;8;4.08;8.312895;1.93E-06;5430
20980;9;SI;Levantado;18:30:24;13/06/2020 18:30;13/06/2020;18:30;13/06/20_18:30;66624560;8;4.08;4.215153;3.22E-06;5470
20980;9;SI;Levantado;19:00:24;13/06/2020 19:00;13/06/2020;19:00;13/06/20_19:00;68424380;8;4.08;6.337533;1.31E-06;5490
20980;9;SI;Levantado;19:30:24;13/06/2020 19:30;13/06/2020;19:30;13/06/20_19:30;70224610;8;4.08;2.569465;4.60E-06;5505
20980;9;SI;Levantado;20:00:24;13/06/2020 20:00;13/06/2020;20:00;13/06/20_20:00;72024435;8;4.08;5.10604;4.92E-06;5530
20980;9;SI;Levantado;20:30:24;13/06/2020 20:30;13/06/2020;20:30;13/06/20_20:30;73824660;7;4.08;12.535655;6.83E-06;5560
20980;9;SI;Levantado;21:00:24;13/06/2020 21:00;13/06/2020;21:00;13/06/20_21:00;75624490;8;4.08;5.945125;6.31E-06;5590
